"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1WAKG0107","SNOQUALMIE 2.9 WNW, WA US","2010-08",,,,"5","1",,,,,,,,,,,"0.21",,,,"0.40",,,,,,,,
"US1WAKG0107","SNOQUALMIE 2.9 WNW, WA US","2010-09",,,,"18","11",,,,,,,,,,,"0.86",,,,"4.47",,,,,,,,
"US1WAKG0107","SNOQUALMIE 2.9 WNW, WA US","2010-10",,,,"13","11",,,,,,,,,,,"1.50",,,,"6.54",,,,,,,,
"US1WAKG0107","SNOQUALMIE 2.9 WNW, WA US","2010-12",,,,"20","14",,,,,,,,,,,"2.55",,,,"11.12",,,,,,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-01",,"0","0","22","17","0","0","0","0","0","0","0","37","0","0.0","1.07","62",,"518","7.79","0.0","48.3","53.5","43.0",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-02",,"0","0","20","14","0","0","0","0","0","0","0","33","0","0.0","0.62","59",,"475","3.99","0.0","48.0","54.6","41.5",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-03",,"0","0","17","12","0","0","0","1","0","1","0","32","0","0.0","1.05","70",,"477","5.07","0.0","49.6","57.3","41.9",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-04",,,,,,"0","0",,,,,,,"0","0.0",,,,,,"0.0",,,,,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-05",,,"0","23","11","0","0","0","0","0","4","0","41","0","0.0","0.52","73",,"315","4.11","0.0","54.8","62.6","47.1",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-06",,,"4","13","8","0","0","0","0","0","10","0","45","0","0.0","0.83","77",,"157","3.07","0.0","59.9","67.6","52.2",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-07",,,"65","4","1","0","0","0","0","0","24","0","49","0","0.0","0.76","89","43","43","0.80","0.0","65.7","76.9","54.5",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-08",,,"69","4","1","0","0","0","0","0","24","0","48","0","0.0","0.19","89","87","44","0.25","0.0","65.8","75.8","55.8",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-09",,,,"16","7","0","0",,,,,,,"0","0.0","0.96",,,,"3.91","0.0",,,,,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-10",,,"0","13","8","0","0","0","0","0","0","0","36","0","0.0","0.99","68",,"335","4.64","0.0","53.8","61.3","46.3",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-11",,,"0","26","16",,"2","0","5","2","0","0","15",,"1.0","1.24","66",,"600","5.97","2.0","44.3","49.7","38.8",,,,
"USC00458278","TACOMA NUMBER 1, WA US","2010-12",,,"0","25","15","0","0","0","5","0","0","0","22","0","0.0","1.41","58",,"673","6.96","0.0","43.3","49.0","37.6",,,,
"US1WAKG0105","VASHON 4.9 SE, WA US","2010-01",,,,"19","15",,,,,,,,,,,"1.12",,,,"6.64",,,,,,,,
"US1WAKG0105","VASHON 4.9 SE, WA US","2010-05",,,,"15","11",,,,,,,,,,,"0.37",,,,"2.67",,,,,,,,
"US1WAKG0105","VASHON 4.9 SE, WA US","2010-07",,,,"2","1",,"0",,,,,,,,"0.0","0.28",,,,"0.34","0.0",,,,,,,
"US1WAKG0105","VASHON 4.9 SE, WA US","2010-12",,,,"22","14",,,,,,,,,,,"0.91",,,,"5.78",,,,,,,,
"US1WAKG0102","BELLEVUE 0.6 NE, WA US","2010-01",,,,"25","15",,,,,,,,,,,"0.96",,,,"6.20",,,,,,,,
"US1WAKG0102","BELLEVUE 0.6 NE, WA US","2010-02",,,,"21","14",,,,,,,,,,,"0.55",,,,"3.18",,,,,,,,
"US1WAKG0102","BELLEVUE 0.6 NE, WA US","2010-03",,,,"22","11",,,,,,,,,,,"1.01",,,,"4.51",,,,,,,,
"US1WAKG0102","BELLEVUE 0.6 NE, WA US","2010-04",,,,"19","12",,,,,,,,,,,"0.85",,,,"3.69",,,,,,,,
"US1WAKG0102","BELLEVUE 0.6 NE, WA US","2010-05",,,,"20","13",,,,,,,,,,,"0.81",,,,"3.98",,,,,,,,
"US1WAKG0102","BELLEVUE 0.6 NE, WA US","2010-06",,,,"20","11",,,,,,,,,,,"0.77",,,,"3.71",,,,,,,,
"US1WAKG0102","BELLEVUE 0.6 NE, WA US","2010-07",,,,"8","2",,,,,,,,,,,"0.43",,,,"0.88",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-01",,,,"22","16",,,,,,,,,,,"1.10",,,,"6.57",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-02",,,,"18","13",,,,,,,,,,,"0.59",,,,"3.25",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-03",,,,"19","10",,,,,,,,,,,"0.87",,,,"3.92",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-05",,,,"21","10",,,,,,,,,,,"0.73",,,,"3.48",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-06",,,,"17","10",,,,,,,,,,,"0.54",,,,"2.98",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-07",,,,"5","2",,"0",,,,,,,,"0.0","0.57",,,,"0.84","0.0",,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-08",,,,"4","2",,,,,,,,,,,"0.18",,,,"0.40",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-09",,,,"16","9",,,,,,,,,,,"1.00",,,,"4.13",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-11",,,,"21","14",,,,,,,,,,,"1.18",,,,"4.60",,,,,,,,
"US1WAKG0065","BELLEVUE 1.8 W, WA US","2010-12",,,,"23","16",,,,,,,,,,,"2.31",,,,"8.98",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-01",,,,"25","15",,,,,,,,,,,"1.04",,,,"5.67",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-02",,,,"18","12",,,,,,,,,,,"0.41",,,,"2.85",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-03",,,,"22","10",,,,,,,,,,,"0.85",,,,"3.65",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-05",,,,"22","11",,,,,,,,,,,"0.69",,,,"4.30",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-06",,,,"15","11",,,,,,,,,,,"0.60",,,,"3.39",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-07",,,,"5","1",,,,,,,,,,,"0.24",,,,"0.41",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-08",,,,"4","1",,,,,,,,,,,"0.29",,,,"0.42",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-09",,,,"21","12",,,,,,,,,,,"1.00",,,,"4.71",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-10",,,,"11","8",,,,,,,,,,,"1.26",,,,"2.85",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-11",,,,"27","13",,,,,,,,,,,"1.00",,,,"4.53",,,,,,,,
"US1WAKG0061","REDMOND 3.7 N, WA US","2010-12",,,,"26","13",,,,,,,,,,,"2.32",,,,"7.67",,,,,,,,
"US1WAIS0016","FREELAND 1.2 ESE, WA US","2010-01",,,,"20","13",,,,,,,,,,,"0.53",,,,"3.27",,,,,,,,
"US1WAIS0016","FREELAND 1.2 ESE, WA US","2010-02",,,,"12","5",,,,,,,,,,,"0.46",,,,"1.39",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-01",,,,"24","19",,,,,,,,,,,"1.30",,,,"8.14",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-02",,,,"21","14",,,,,,,,,,,"0.60",,,,"4.81",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-03",,,,"20","11",,,,,,,,,,,"1.21",,,,"4.96",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-04",,,,"20","12",,,,,,,,,,,"1.30",,,,"3.99",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-05",,,,"17","10",,,,,,,,,,,"0.51",,,,"3.55",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-06",,,,"17","10",,,,,,,,,,,"0.52",,,,"3.12",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-07",,,,"2","2",,"0",,,,,,,,"0.0","0.51",,,,"1.01","0.0",,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-08",,,,"2","1",,,,,,,,,,,"0.16",,,,"0.17",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-09",,,,"17","11",,,,,,,,,,,"1.64",,,,"5.29",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-10",,,,"15","10",,,,,,,,,,,"1.49",,,,"5.83",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-11",,,,"24","13",,,,,,,,,,,"1.46",,,,"5.54",,,,,,,,
"US1WAPR0031","TACOMA 3.1 NW, WA US","2010-12",,,,"26","17",,,,,,,,,,,"1.78",,,,"9.25",,,,,,,,
"US1WAJF0009","BRINNON 2.1 NW, WA US","2010-01",,,,"23","21",,,,,,,,,,,"2.81",,,,"19.81",,,,,,,,
"US1WAJF0009","BRINNON 2.1 NW, WA US","2010-02",,,,"18","13",,,,,,,,,,,"2.16",,,,"11.22",,,,,,,,
"US1WAJF0009","BRINNON 2.1 NW, WA US","2010-03",,,,"17","10",,,,,,,,,,,"2.66",,,,"8.36",,,,,,,,
"US1WASN0039","SNOHOMISH 3.5 NNE, WA US","2010-01",,,,"21","14",,,,,,,,,,,"1.05",,,,"5.73",,,,,,,,
"US1WASN0039","SNOHOMISH 3.5 NNE, WA US","2010-02",,,,"19","14",,,,,,,,,,,"0.53",,,,"3.52",,,,,,,,
"US1WASN0039","SNOHOMISH 3.5 NNE, WA US","2010-03",,,,"17","10",,,,,,,,,,,"0.65",,,,"3.97",,,,,,,,
"US1WASN0039","SNOHOMISH 3.5 NNE, WA US","2010-04",,,,"13","12",,,,,,,,,,,"1.05",,,,"4.37",,,,,,,,
"US1WASN0039","SNOHOMISH 3.5 NNE, WA US","2010-05",,,,"19","14",,,,,,,,,,,"1.00",,,,"5.89",,,,,,,,
"US1WASN0039","SNOHOMISH 3.5 NNE, WA US","2010-06",,,,"17","14",,,,,,,,,,,"0.80",,,,"5.16",,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2010-06",,,,"12","7",,,,,,,,,,,"0.44",,,,"2.04",,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2010-10",,,,"13","8",,,,,,,,,,,"1.07",,,,"3.18",,,,,,,,
"US1WASN0038","EDMONDS 1.5 SE, WA US","2010-11",,,,"19","12",,,,,,,,,,,"0.67",,,,"3.87",,,,,,,,
"USC00451233","CEDAR LAKE, WA US","2010-01",,"0","0","20","18","0","0","0","4","0","0","0","30","0","0.0","1.57","50","3711","766","11.12","0.0","40.3","44.1","36.4",,,,
"USC00451233","CEDAR LAKE, WA US","2010-02",,"0","0","17","13","0","0","0","7","0","0","0","30","0","0.0","0.84","52","4400","690","4.99","0.0","40.4","45.9","34.8",,,,
"USC00451233","CEDAR LAKE, WA US","2010-03",,"0","0","15","13","2","1","0","13","0","0","0","24","2","1.5","1.59","60","5151","751","9.70","1.8","40.8","48.1","33.4",,,,
"USC00451233","CEDAR LAKE, WA US","2010-04",,"0","0","23","17","1","0","0","9","0","1","0","27","1","0.6","1.76","72","5827","676","7.66","1.0","42.5","49.5","35.5",,,,
"USC00451233","CEDAR LAKE, WA US","2010-05",,"0","0","21","18","0","0","0","1","0","1","0","32","0","0.0","1.83","70","6401","574","11.77","0.0","46.5","54.0","39.0",,,,
"USC00451233","CEDAR LAKE, WA US","2010-06",,"0","0","21","13","0","0","0","0","0","2","0","39","0","0.0","1.42","72","6795","394","8.25","0.0","51.9","58.9","44.8",,,,
"USC00451233","CEDAR LAKE, WA US","2010-07",,"18","18","5","3","0","0","0","0","0","16","0","44","0","0.0","0.46","86","210","210","1.12","0.0","58.8","68.1","49.5",,,,
"USC00451233","CEDAR LAKE, WA US","2010-08",,"44","26","8","6","0","0","0","0","0","10","0","42","0","0.0","0.53","89","418","208","1.74","0.0","59.1","67.7","50.5",,,,
"USC00451233","CEDAR LAKE, WA US","2010-09",,"44","0","21","18","0","0","0","0","0","2","0","42","0","0.0","2.00","77","734","315","9.86","0.0","54.5","60.7","48.3",,,,
"USC00451233","CEDAR LAKE, WA US","2010-10",,"44","0","17","12","0","0","0","0","0","0","0","33","0","0.0","2.47","69","1261","527","10.48","0.0","48.0","54.2","41.8",,,,
"USC00451233","CEDAR LAKE, WA US","2010-11",,"44","0","23","21","11","5","0","13","5","1","0","7","13","8.0","2.22","71","2089","828","12.63","17.6","37.4","41.8","32.9",,,,
"USC00451233","CEDAR LAKE, WA US","2010-12",,"44","0","18","14","12","3","0","17","2","0","0","16","8","4.0","2.66","51","2986","896","14.06","9.0","36.1","39.7","32.4",,,,
"US1WASN0037","BRIER 0.8 NE, WA US","2010-01",,,,"23","12",,,,,,,,,,,"0.67",,,,"3.54",,,,,,,,
"US1WASN0037","BRIER 0.8 NE, WA US","2010-02",,,,"19","6",,,,,,,,,,,"0.40",,,,"1.78",,,,,,,,
"US1WASN0037","BRIER 0.8 NE, WA US","2010-07",,,,"5","1",,,,,,,,,,,"0.11",,,,"0.26",,,,,,,,
"US1WASN0037","BRIER 0.8 NE, WA US","2010-09",,,,"21","7",,,,,,,,,,,"0.71",,,,"2.67",,,,,,,,
"US1WASN0037","BRIER 0.8 NE, WA US","2010-10",,,,"13","4",,,,,,,,,,,"0.71",,,,"1.61",,,,,,,,
"US1WASN0037","BRIER 0.8 NE, WA US","2010-11",,,,"24","8",,,,,,,,,,,"0.58",,,,"2.33",,,,,,,,
"US1WASN0037","BRIER 0.8 NE, WA US","2010-12",,,,"26","11",,,,,,,,,,,"1.59",,,,"4.94",,,,,,,,
"US1WAPR0034","EDGEWOOD 2.5 SE, WA US","2010-01",,,,"22","14",,,,,,,,,,,"0.91",,,,"6.19",,,,,,,,
"US1WAPR0034","EDGEWOOD 2.5 SE, WA US","2010-03",,,,"16","9",,,,,,,,,,,"0.86",,,,"3.72",,,,,,,,
"US1WAPR0034","EDGEWOOD 2.5 SE, WA US","2010-05",,,,"21","13",,,,,,,,,,,"0.60",,,,"4.10",,,,,,,,
"US1WAPR0034","EDGEWOOD 2.5 SE, WA US","2010-06",,,,"15","11",,,,,,,,,,,"0.90",,,,"4.14",,,,,,,,
"US1WAPR0034","EDGEWOOD 2.5 SE, WA US","2010-07",,,,"1","1",,"0",,,,,,,,"0.0","0.37",,,,"0.37","0.0",,,,,,,
"US1WAPR0034","EDGEWOOD 2.5 SE, WA US","2010-08",,,,"2","1",,"0",,,,,,,,"0.0","0.18",,,,"0.20","0.0",,,,,,,
"US1WAPR0034","EDGEWOOD 2.5 SE, WA US","2010-09",,,,"18","12",,,,,,,,,,,"0.90",,,,"3.46",,,,,,,,
"US1WAPR0034","EDGEWOOD 2.5 SE, WA US","2010-12",,,,"20","12",,,,,,,,,,,"0.83",,,,"5.52",,,,,,,,
"US1WAJF0002","PORT LUDLOW 1.1 SSE, WA US","2010-01",,,,"24","17","0","0",,,,,,,"0","0.0","1.05",,,,"6.64","0.0",,,,,,,
"US1WAJF0002","PORT LUDLOW 1.1 SSE, WA US","2010-02",,,,"17","9","0","0",,,,,,,"0","0.0","0.89",,,,"3.77","0.0",,,,,,,
"US1WAJF0002","PORT LUDLOW 1.1 SSE, WA US","2010-03",,,,"17","6",,"0",,,,,,,,"0.0","1.02",,,,"3.14","0.0",,,,,,,
"US1WAJF0002","PORT LUDLOW 1.1 SSE, WA US","2010-06",,,,"16","9",,"0",,,,,,,,"0.0","0.67",,,,"2.87","0.0",,,,,,,
"US1WAJF0002","PORT LUDLOW 1.1 SSE, WA US","2010-07",,,,"5","1",,,,,,,,,,,"0.14",,,,"0.26",,,,,,,,
"US1WAJF0002","PORT LUDLOW 1.1 SSE, WA US","2010-08",,,,"7","2",,"0",,,,,,,,"0.0","0.28",,,,"0.78","0.0",,,,,,,
"US1WAJF0002","PORT LUDLOW 1.1 SSE, WA US","2010-10",,,,"12","6","0","0",,,,,,,"0","0.0","1.11",,,,"3.15","0.0",,,,,,,
"US1WAJF0002","PORT LUDLOW 1.1 SSE, WA US","2010-11",,,,"21","14","2","1",,,,,,,"3","3.0","0.63",,,,"4.50","3.0",,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-01",,,,"21","17",,,,,,,,,,,"0.93",,,,"7.41",,,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-02",,,,"14","13",,,,,,,,,,,"0.53",,,,"3.37",,,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-03",,,,"16","8",,,,,,,,,,,"0.87",,,,"3.67",,,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-04",,,,"20","10",,,,,,,,,,,"0.75",,,,"3.06",,,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-05",,,,"18","12",,,,,,,,,,,"0.50",,,,"3.93",,,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-06",,,,"16","12",,,,,,,,,,,"0.74",,,,"4.14",,,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-07",,,,"2","2",,,,,,,,,,,"0.30",,,,"0.43",,,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-09",,,,"13","10",,,,,,,,,,,"0.67",,,,"2.84",,,,,,,,
"US1WAPR0019","PUYALLUP 1.1 NNW, WA US","2010-11",,,,"19","13",,,,,,,,,,,"1.21",,,,"5.10",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-02",,,,"19","13",,,,,,,,,,,"0.55",,,,"3.19",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-03",,,,"22","12",,,,,,,,,,,"1.13",,,,"5.74",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-04",,,,"25","12",,,,,,,,,,,"1.12",,,,"4.73",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-05",,,,"21","15",,,,,,,,,,,"0.78",,,,"4.34",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-06",,,,"16","13",,,,,,,,,,,"0.67",,,,"4.17",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-08",,,,"5","2",,,,,,,,,,,"0.22",,,,"0.41",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-09",,,,"15","10",,,,,,,,,,,"0.58",,,,"2.80",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-10",,,,"14","9",,,,,,,,,,,"1.45",,,,"5.65",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-11",,,,"22","16",,,,,,,,,,,"1.16",,,,"5.60",,,,,,,,
"US1WAKG0059","ISSAQUAH 3.6 NW, WA US","2010-12",,,,"24","16",,,,,,,,,,,"2.80",,,,"10.39",,,,,,,,
"US1WAPR0018","PUYALLUP 2.8 WNW, WA US","2010-03",,,,"9","6",,,,,,,,,,,"0.72",,,,"2.48",,,,,,,,
"US1WAPR0018","PUYALLUP 2.8 WNW, WA US","2010-07",,,,"2","2",,"0",,,,,,,,"0.0","0.33",,,,"0.63","0.0",,,,,,,
"US1WAPR0018","PUYALLUP 2.8 WNW, WA US","2010-08",,,,"0","0",,"0",,,,,,,,"0.0","0.00",,,,"0.00","0.0",,,,,,,
"US1WAKG0054","KIRKLAND 0.8 SW, WA US","2010-06",,,,"19","9",,,,,,,,,,,"0.47",,,,"2.48",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-01",,,,"24","16",,,,,,,,,,,"1.30",,,,"8.01",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-02",,,,"19","13",,,,,,,,,,,"0.60",,,,"3.74",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-03",,,,"17","6",,,,,,,,,,,"0.86",,,,"3.00",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-04",,,,"18","10",,,,,,,,,,,"0.74",,,,"3.41",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-05",,,,"18","10",,,,,,,,,,,"0.61",,,,"3.35",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-06",,,,"15","8",,,,,,,,,,,"0.36",,,,"2.30",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-07",,,,"4","2",,"0",,,,,,,,"0.0","0.22",,,,"0.37","0.0",,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-08",,,,"7","2",,,,,,,,,,,"0.20",,,,"0.44",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-09",,,,"17","9",,,,,,,,,,,"1.27",,,,"4.55",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-10",,,,"15","9",,,,,,,,,,,"1.30",,,,"4.78",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-11",,,,"24","12",,,,,,,,,,,"1.05",,,,"4.30",,,,,,,,
"US1WAKG0052","SEATTLE 5.6 SSW, WA US","2010-12",,,,"25","16",,,,,,,,,,,"2.91",,,,"10.09",,,,,,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2010-07",,,,"2","1",,,,,,,,,,,"0.31",,,,"0.34",,,,,,,,
"US1WAKG0051","KENMORE 0.9 WNW, WA US","2010-08",,,,"6","3",,,,,,,,,,,"0.36",,,,"0.90",,,,,,,,
"US1WAPR0020","PUYALLUP 2.1 ESE, WA US","2010-01",,,,"18","15",,,,,,,,,,,"0.86",,,,"6.81",,,,,,,,
"US1WAPR0020","PUYALLUP 2.1 ESE, WA US","2010-06",,,,"15","13",,,,,,,,,,,"0.72",,,,"4.31",,,,,,,,
"US1WAPR0020","PUYALLUP 2.1 ESE, WA US","2010-09",,,,"17","12",,,,,,,,,,,"1.27",,,,"4.19",,,,,,,,
"US1WAPR0020","PUYALLUP 2.1 ESE, WA US","2010-11",,,,"21","15",,,,,,,,,,,"0.77",,,,"4.78",,,,,,,,
"US1WAPR0020","PUYALLUP 2.1 ESE, WA US","2010-12",,,,"18","13",,"0",,,,,,,,"0.0","0.96",,,,"5.80","0.0",,,,,,,
"USC00452675","EVERETT, WA US","2010-01",,"0","0","19","14","0","0","0","2","0","0","0","32","0","0.0","0.94","61",,"577","4.71","0.0","45.1","52.1","38.1",,,,
"USC00452675","EVERETT, WA US","2010-02",,"0","0","19","9","0","0","0","7","0","0","0","29","0","0.0","0.54","60",,"534","2.39","0.0","45.2","53.6","36.8",,,,
"USC00452675","EVERETT, WA US","2010-03",,"0","0","15","7","0","0","0","7","0","1","0","29","0","0.0","0.73","70",,"538","2.46","0.0","47.1","56.7","37.5",,,,
"USC00452675","EVERETT, WA US","2010-04",,"0","0","23","12","0","0","0","3","0","5","0","32","0","0.0","0.79","76",,"417","3.97","0.0","50.1","59.2","40.9",,,,
"USC00452675","EVERETT, WA US","2010-05",,"0","0","17","12","0","0","0","0","0","2","0","37","0","0.0","0.80","75",,"353","3.94","0.0","53.2","62.0","44.5",,,,
"USC00452675","EVERETT, WA US","2010-06",,"1","1","20","14","0","0","0","0","0","6","0","44","0","0.0","0.78","78",,"189","5.25","0.0","58.5","66.3","50.7",,,,
"USC00452675","EVERETT, WA US","2010-07",,"40","39","3","0","0","0","0","0","0","24","0","49","0","0.0","0.04","88","61","61","0.10","0.0","64.3","74.3","54.2",,,,
"USC00452675","EVERETT, WA US","2010-08",,"87","47","7","4","0","0","0","0","0","19","1","47","0","0.0","0.63","90","141","80","1.44","0.0","63.9","73.1","54.8",,,,
"USC00452675","EVERETT, WA US","2010-09",,"95","7","23","8","0","0","0","0","0","9","0","46","0","0.0","1.74","78","259","118","4.46","0.0","61.2","68.6","53.8",,,,
"USC00452675","EVERETT, WA US","2010-10",,"95","0","17","5","0","0","0","0","0","1","0","33","0","0.0","0.73","71","662","403","2.38","0.0","52.0","60.5","43.5",,,,
