"STATION","NAME","DATE","AWND","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-15",,,"0.98",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-16",,,"0.68",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-17",,,"0.02",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-18",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-19",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-21",,,"0.09",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-24",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-25",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-26",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-27",,,"0.19",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-28",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-29",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-30",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-01-31",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-01",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-02",,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-03",,,"1.55",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-04",,,"0.36",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-05",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-06",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-07",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-08",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-09",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-10",,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-11",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-12",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-13",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-15",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-16",,,"1.04",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-17",,,"0.07",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-18",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-19",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-21",,,"0.04",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-22",,,"0.10",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-23",,,"1.25",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-24",,,"1.50",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-25",,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-26",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-27",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-02-28",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-02",,,"0.47",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-03",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-04",,,"0.73",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-05",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-06",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-07",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-08",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-09",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-10",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-11",,,"0.03",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-12",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-13",,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-14",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-15",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-16",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-17",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-18",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-19",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-20",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-21",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-22",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-23",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-24",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-25",,,"0.19",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-26",,,"0.00",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-27",,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-28",,,"0.05",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-29",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-30",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-03-31",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-01",,,"1.26",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-02",,,"0.60",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-03",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-04",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-05",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-06",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-07",,,"0.35",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-08",,,"0.01",,,,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-09",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-10",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
"US1GADK0044","CHAMBLEE 1.3 ESE, GA US","2016-04-11",,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,
